66,丛林赤子心,剧情 冒险 ,本吉 弗兰克·因 雷德·斯蒂加尔 乔·坎普 盖·霍维斯 ,9.1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2321248846.jpg,美国 
67,情迷意乱,剧情 爱情 家庭 ,高峰秀子 加山雄三 草笛光子 白川由美 三益爱子 滨美枝 藤木悠 北村和夫 十朱久雄 ,9.1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1449763371.jpg,日本 
68,网络谜踪,剧情 悬疑 惊悚 ,约翰·赵 黛博拉·梅辛 约瑟夫·李 米切尔·拉 萨拉·米博·索恩 罗伊·阿布拉姆森 布拉德·阿布瑞尔 加布里埃尔D·安吉尔 托马斯·巴布萨卡 盖奇·比尔托福 阿什丽·艾德纳 刘卡雅 朱莉·内桑森 肖恩·奥布赖恩 瑞克·萨拉比亚 Joseph John Schirle 科林·伍德尔 ,9.1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528018780.jpg,美国 
69,我不是药神,剧情 喜剧 ,徐峥 王传君 周一围 谭卓 章宇 杨新鸣 王佳佳 王砚辉 贾晨飞 龚蓓苾 宁浩 李乃文 岳小军 苇青 富冠铭 巴拉特·巴蒂 喜利图 张海艳 朱耕佑 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2519070834.jpg,中国大陆 
70,怦然心动,剧情 喜剧 爱情 ,玛德琳·卡罗尔 卡兰·麦克奥利菲 瑞贝卡·德·莫妮 安东尼·爱德华兹 约翰·马奥尼 佩内洛普·安·米勒 艾丹·奎因 凯文·韦斯曼 摩根·莉莉 瑞安·克茨纳 吉莉安·普法夫 阿什莉·泰勒 伊瑟尔·布罗萨德 科迪·霍恩 迈克尔·博尔顿 肖恩·哈珀 斯戴芬妮·斯考特 帕特丽夏·伦茨 马修·戈尔德 阿罗拉·凯瑟琳·史密斯 凯莉·唐纳利 索菲亚·撒高 米歇尔·梅斯默 迈克尔·博萨 博·勒纳 杰奎琳·埃沃拉 泰勒·格鲁秀斯 艾莉·布莱恩特 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p663036666.jpg,美国 
71,少年派的奇幻漂流,剧情 奇幻 冒险 ,苏拉·沙玛 伊尔凡·可汗 拉菲·斯波 阿迪勒·侯赛因 塔布 阿尤什·坦东 加塔姆·贝鲁尔 阿彦·汗 穆德·阿巴斯·卡勒里 维比什·希瓦库玛 热拉尔·德帕迪约 詹姆斯·塞托 俊·奈托 安德里亚·迪·斯戴法诺 沙拉万提·塞纳特 王柏杰 柯一正 黄健玮 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg,美国 台湾 英国 加拿大 
72,当幸福来敲门,剧情 传记 家庭 ,威尔·史密斯 贾登·史密斯 坦迪·牛顿 布莱恩·豪威  詹姆斯·凯伦 丹·卡斯泰兰尼塔 柯特·富勒 塔卡尤·费舍尔 凯文·韦斯特 乔治·张 戴维·迈克尔·西尔弗曼 多米尼克·博夫 杰弗·卡伦 乔伊芙·拉文 斯科特·克拉斯 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1312700744.jpg,美国 
73,搏击俱乐部,剧情 动作 悬疑 惊悚 ,爱德华·诺顿 布拉德·皮特 海伦娜·伯翰·卡特 扎克·格雷尼尔 米特·洛夫 杰瑞德·莱托 艾恩·贝利 里奇蒙德·阿奎特  乔治·马奎尔 ,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910926158.jpg,美国 德国 
74,死亡诗社,剧情 ,罗宾·威廉姆斯 罗伯特·肖恩·莱纳德 伊桑·霍克 乔西·查尔斯 盖尔·汉森 迪伦·库斯曼 阿勒隆·鲁杰罗 詹姆斯·沃特斯顿 诺曼·劳埃德 柯特伍德·史密斯 卡拉·贝尔韦尔 利昂·波纳尔 乔治·马丁 乔·奥菲耶里 马特·凯里 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824340.jpg,美国 
75,指环王2：双塔奇兵,剧情 动作 奇幻 冒险 ,伊莱贾·伍德 西恩·奥斯汀 伊恩·麦克莱恩 维果·莫腾森 奥兰多·布鲁姆 克里斯托弗·李 丽芙·泰勒 安迪·瑟金斯 雨果·维文 卡尔·厄本 凯特·布兰切特 多米尼克·莫纳汉 大卫·文翰 比利·博伊德 布拉德·道里夫 伯纳德·希尔 约翰·瑞斯-戴维斯 米兰达·奥图 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p909265336.jpg,美国 新西兰 
76,飞越疯人院,剧情 ,杰克·尼科尔森 丹尼·德维托 克里斯托弗·洛伊德 路易丝·弗莱彻 威尔·萨姆森 特德·马克兰德 布拉德·道里夫 斯加特曼·克罗索斯 迈克尔·贝里曼 彼得·布罗科 穆瓦科·卡姆布卡 威廉·达尔 乔西普·艾利克 西德尼·拉斯克 凯·李 德怀特·马费尔德 路易莎·莫里茨 威廉·雷德菲尔德 菲利普·罗斯 米米·萨奇席恩 文森特·斯卡维利 米斯·斯马尔 德罗斯·V·史密斯 ,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg,美国 
77,钢琴家,剧情 传记 历史 战争 音乐 ,艾德里安·布洛迪 托马斯·克莱舒曼 艾米莉娅·福克斯 米哈乌·热布罗夫斯基 埃德·斯托帕德 穆琳·利普曼 弗兰克·芬莱 茱莉亚·蕾娜 杰西卡·凯特·梅耶尔 理查德·赖丁斯 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792484461.jpg,法国 德国 英国 波兰 
78,末代皇帝,剧情 传记 历史 ,尊龙 陈冲 邬君梅 彼得·奥图尔 英若诚 吴涛 黄自强 丹尼斯·邓恩 坂本龙一 马吉·汉 里克·扬 田川洋行 苟杰德 理查德·吴 皱缇格 陈凯歌 卢燕 亨利·欧 陈述 樊光耀 鲍皓昕 黄文捷 邵茹贞 亨利·基 张良斌 梁冬 康斯坦丁·格雷戈里 黄汉琪 王涛 宋怀桂 蔡鸿翔 程淑艳 张天民 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452088641.jpg,英国 意大利 中国大陆 法国 美国 
79,完美的世界,剧情 犯罪 ,凯文·科斯特纳 劳拉·邓恩 克林特·伊斯特伍德 T·J·劳瑟 基斯·斯扎拉巴基克 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792403691.jpg,美国 
80,忠犬八公物语,剧情 ,山本圭 井川比佐志 片桐入 仲代达矢 春川真澄 八千草薰 石野真子 殿山泰司 加藤嘉 石仓三郎 泉谷茂 柳叶敏郎 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2297934945.jpg,日本 
81,我爱你,剧情 爱情 ,宋在浩 李顺载 尹秀晶 金秀美 宋智孝 吴达洙 ,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,韩国 
82,海蒂和爷爷,剧情 冒险 家庭 ,阿努克·斯特芬 布鲁诺·甘茨 昆林·艾格匹 安娜·申茨 伊莎贝尔·奥特曼 莉莲·奈福 彼得·杰克林 克里斯托夫·高格勒 丽贝卡·因德穆 莫妮卡·古布瑟 阿瑟·比勒 玛丽埃塔·耶米 彼得·洛迈尔 卡塔琳娜·舒特勒 杰拉·哈斯 迈克尔·克兰茨 劳拉·帕克 马库斯·赫林 马克西姆·梅米特 汉内洛勒·霍格 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332944143.jpg,德国 瑞士 南非 
83,爱·回家,剧情 家庭 ,金艺芬 俞承豪 童孝熙 闵京勋 任恩敬 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2107418134.jpg,韩国 
84,芙蓉镇,剧情 爱情 ,刘晓庆 姜文 郑在石 张光北 徐松子 祝士彬 刘利年 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2368389240.jpg,中国大陆 
85,沉静如海,剧情 爱情 战争 ,朱莉·德拉姆 米歇尔·加拉布吕 托马斯·儒阿特 玛丽·布奈尔 Timothée Ferrand Jean-Baptiste Puech Jorg Schnass Jorn Cambreleng ,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p541622159.jpg,法国 比利时 
86,红鳉鱼,剧情 传记 ,二宫和也 北野武 宫川大辅 柄本时生 新井浩文 北村有起哉 药师丸博子 笑福亭鹤瓶 香川照之 滨田岳 岸本加世子 寺岛进 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2315734512.jpg,日本 
87,从海底出击,剧情 历史 战争 冒险 ,尤尔根·普洛斯诺 赫贝特·格勒内梅厄 Klaus Wennemann Jan Fedder 拉尔夫·瑞克特 古特·拉姆普雷切特 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2088879323.jpg,原西德 
88,卡比利亚之夜,剧情 爱情 ,朱丽叶塔·马西纳 弗朗索瓦·佩里埃 Franca Marzi 多里安·格雷 阿尔多·西尔瓦尼 ,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204675868.jpg,意大利 法国 
89,我的父亲，我的儿子,剧情 家庭 ,切邓·泰肯多尔 菲克雷特·库斯坎 休姆拉 Serif Sezer Yetkin Dikinciler ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2096427072.jpg,土耳其 
90,神女,剧情 ,阮玲玉 黎铿 章志直 唐槐秋 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2028929312.jpg,中国大陆 
91,将军号,剧情 喜剧 动作 战争 冒险 ,巴斯特·基顿 玛丽昂·马克 格伦·卡文德 吉姆·法利 弗雷德里克·弗鲁姆 查尔斯·亨利·史密斯 弗兰克·巴恩斯 乔·基顿 麦克·多林 汤姆·纳恩 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2248676081.jpg,美国 
92,我是,剧情 ,Piotr Jagielski Agnieszka Nagórzycka Edyta Jungowska ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p537073155.jpg,波兰 
93,婚姻生活,剧情 爱情 ,丽芙·乌曼 厄兰·约瑟夫森 毕比·安德松 简·马尔姆斯 ,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2037298187.jpg,瑞典 
94,士兵之歌,剧情 爱情 战争 ,弗拉迪米尔·伊瓦绍夫 然娜·普罗霍连科 安东宁娜·马克西莫娃 尼古拉·克留奇科夫 叶甫盖尼·乌尔班斯基 艾尔莎·拉兹金 亚历山大·库兹涅佐夫 耶维热尼·泰特林 瓦伦蒂娜·马克瓦 玛丽娜·克雷尼尔娃 弗拉基米尔·伯克洛夫斯基 格奥尔吉·尤玛托夫 根纳季·尤赫金 瓦伦蒂娜·特莱吉纳 列夫·鲍里索夫 ,9.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p806332287.jpg,苏联 
95,流浪者之歌,喜剧 犯罪 剧情 奇幻 ,达沃尔·杜伊莫维奇 博拉·托德洛维奇 Ljubica Adzovic ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2384320756.jpg,意大利 英国 南斯拉夫 
96,纽伦堡的审判,剧情 历史 ,斯宾塞·屈塞 伯特·兰卡斯特 理查德·威德马克 玛琳·黛德丽 马克西米连·谢尔 朱迪·加兰 蒙哥马利·克利夫特 维尔纳·克伦佩雷尔 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p922207281.jpg,美国 
97,战争与和平,剧情 历史 爱情 战争 ,柳德米拉·萨维里耶娃 维亚切斯拉夫·吉洪诺夫 谢尔盖·邦达尔丘克 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2074409805.jpg,苏联 
98,无言的山丘,剧情 历史 ,杨贵媚 黄品源 澎恰恰 文英 陈仙梅 ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2522310203.jpg,台湾 
99,海蒂,家庭 剧情 ,杰森·罗巴兹 简·西摩 帕德里夏·妮尔 简·菲利普斯 Lexi Randall Noley Thornton Jane Hazlegrove 安德鲁·比克内尔 Ben Brazier Basil Hoskins ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2270779943.jpg,美国 意大利 
100,我是古巴,剧情 ,塞吉欧·柯瑞里 Salvador Wood José Gallardo ,9.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2232357924.jpg,苏联 古巴 
